atc_code,canonical_audit_channel,nsa_rows,nsa_unique_product_pack_keys
L03A9,KCPA,773,20
L03A9,KHPA,1075,28
L03A9,KPA,390,15
L03B1,KHPA,4,1
L04B0,KCPA,76,2
L04B0,KHPA,1362,28
L04B0,KPA,489,18
L04C0,KCPA,41,1
L04C0,KHPA,655,19
L04C0,KPA,104,8
L04D0,KHPA,353,9
L04D0,KPA,373,12
L04X0,KHPA,5052,107
L04X0,KPA,6160,121
M01A1,KCPA,5014,144
M01A1,KHPA,16008,555
M01A1,KPA,65293,1423
M01A2,KCPA,3,1
M01A2,KHPA,178,17
M01A2,KPA,938,43
M01A3,KCPA,404,13
M01A3,KHPA,3809,142
M01A3,KPA,19794,388
M01C0,KHPA,1786,46
M01C0,KPA,1797,39
M02A0,KCPA,52,8
M02A0,KHPA,3223,96
M02A0,KPA,18718,501
M03A0,KCPA,1346,44
M03A0,KHPA,2059,47
M03A0,KPA,253,14
M03B0,KCPA,1324,44
M03B0,KHPA,7328,227
M03B0,KPA,22591,490
M04A0,KCPA,489,13
M04A0,KHPA,1626,52
M04A0,KPA,3992,81
M05B3,KCPA,2032,46
M05B3,KHPA,4994,164
M05B3,KPA,11528,221
M05B4,KCPA,117,2
M05B4,KHPA,299,5
M05B4,KPA,56,3
M05B9,KCPA,120,4
M05B9,KHPA,201,8
M05B9,KPA,123,5
M05X0,KCPA,3056,79
M05X0,KHPA,5391,168
M05X0,KPA,10088,250
N01A1,KCPA,82,3
N01A1,KHPA,413,8
N01A1,KPA,187,6
N01A2,KCPA,1901,41
N01A2,KHPA,5694,116
N01A2,KPA,153,13
N01B1,KCPA,1345,29
N01B1,KHPA,1855,39
N01B1,KPA,501,20
N01B2,KCPA,166,5
N01B2,KHPA,663,14
N01B2,KPA,97,4
N01B3,KCPA,680,16
N01B3,KHPA,1958,46
N01B3,KPA,1516,42
N01B9,KHPA,1,1
N02A0,KCPA,729,25
N02A0,KHPA,6718,130
N02A0,KPA,4922,93
N02B0,KCPA,6706,193
N02B0,KHPA,15193,474
N02B0,KPA,41971,901
N02C1,KCPA,113,4
N02C1,KHPA,677,17
N02C1,KPA,784,22
N02C2,KCPA,31,1
N02C2,KHPA,153,4
N02C2,KPA,111,4
N02C9,KCPA,206,7
N02C9,KHPA,538,17
N02C9,KPA,753,22
N02D0,KCPA,1373,51
N02D0,KHPA,10783,358
N02D0,KPA,36031,730
N03A0,KCPA,2622,65
N03A0,KHPA,12658,294
N03A0,KPA,21154,441
N04A0,KCPA,1125,34
N04A0,KHPA,7106,161
N04A0,KPA,9844,204
N05A1,KCPA,8506,198
N05A1,KHPA,15419,358
N05A1,KPA,22799,504
N05A9,KCPA,1226,26
N05A9,KHPA,1717,35
N05A9,KPA,1653,32
N05B1,KCPA,1966,52
N05B1,KHPA,4029,103
N05B1,KPA,6045,144
N05B3,KCPA,60,1
N05B3,KHPA,179,4
N05B3,KPA,72,3
N05B5,KHPA,3,1
N05B5,KPA,60,1
N05C0,KCPA,3212,72
N05C0,KHPA,5644,129
N05C0,KPA,7717,152
N06A2,KCPA,60,2
N06A2,KHPA,150,3
N06A2,KPA,231,8
N06A3,KCPA,240,4
N06A3,KHPA,297,5
N06A3,KPA,256,5
N06A4,KCPA,4372,109
N06A4,KHPA,8423,244
N06A4,KPA,20534,439
N06A5,KCPA,1989,48
N06A5,KHPA,3713,96
N06A5,KPA,5319,113
N06A9,KCPA,3164,71
N06A9,KHPA,5376,113
N06A9,KPA,6811,136
N06B0,KCPA,833,20
N06B0,KHPA,1443,29
N06B0,KPA,1501,35
N06D0,KCPA,948,49
N06D0,KHPA,4751,154
N06D0,KPA,10013,270
N06E0,KCPA,33,1
N06E0,KHPA,640,13
N06E0,KPA,85,5
N07A0,KHPA,816,16
N07A0,KPA,403,9
N07B0,KCPA,43,2
N07B0,KHPA,833,31
N07B0,KPA,2138,56
N07C0,KCPA,64,4
N07C0,KHPA,472,9
N07C0,KPA,1413,31
N07D1,KCPA,1498,50
N07D1,KHPA,9222,283
N07D1,KPA,24846,530
N07D9,KCPA,439,18
N07D9,KHPA,1976,82
N07D9,KPA,6145,176
N07E0,KCPA,475,8
N07E0,KHPA,817,18
N07E0,KPA,1295,26
N07X0,KCPA,1198,33
N07X0,KHPA,4971,129
N07X0,KPA,3169,74
P01B0,KHPA,427,18
P01B0,KPA,1985,50
P01C0,KHPA,70,2
P01C0,KPA,120,2
P01D1,KHPA,170,3
P01D1,KPA,123,3
P01D2,KHPA,87,2
P01D2,KPA,120,2
P01G0,KHPA,60,1
P03A0,KCPA,10,3
P03A0,KHPA,139,5
P03A0,KPA,323,11
R01A1,KCPA,13,2
R01A1,KHPA,1216,34
R01A1,KPA,3680,68
R01A4,KHPA,265,5
R01A4,KPA,239,5
R01A6,KHPA,71,2
R01A6,KPA,594,18
R01A7,KHPA,410,7
R01A7,KPA,1262,28
R01A9,KCPA,1,1
R01A9,KHPA,369,12
R01A9,KPA,902,22
R01B0,KCPA,271,17
R01B0,KHPA,1838,66
R01B0,KPA,6230,152
R02A0,KCPA,162,8
R02A0,KHPA,642,18
R02A0,KPA,2097,54
R03A2,KCPA,13,4
R03A2,KHPA,1998,77
R03A2,KPA,4040,100
R03A3,KHPA,81,2
R03A3,KPA,133,3
R03A4,KCPA,187,5
R03A4,KHPA,219,6
R03A4,KPA,222,5
R03B2,KCPA,237,6
R03B2,KHPA,945,22
R03B2,KPA,1007,28
R03C2,KCPA,230,7
R03C2,KHPA,2003,69
R03C2,KPA,7520,152
R03D1,KCPA,175,5
R03D1,KHPA,568,14
R03D1,KPA,718,18
R03F1,KCPA,10,2
R03F1,KHPA,1428,33
R03F1,KPA,1803,35
R03H2,KHPA,104,2
R03H2,KPA,107,2
R03J2,KCPA,129,6
R03J2,KHPA,3109,121
R03J2,KPA,12473,284
R03K1,KCPA,69,2
R03K1,KHPA,97,2
R03K1,KPA,115,2
R03K2,KHPA,407,7
R03K2,KPA,397,7
R03L2,KHPA,331,7
R03L2,KPA,331,7
R03L3,KHPA,172,5
R03L3,KPA,193,5
R03M0,KHPA,174,4
R03M0,KPA,14,1
R03X1,KCPA,40,1
R03X1,KHPA,103,2
R03X1,KPA,83,2
R03X2,KCPA,237,4
R03X2,KHPA,385,10
R03X2,KPA,196,6
R05A0,KCPA,45,2
R05A0,KHPA,277,20
R05A0,KPA,13032,411
R05C0,KCPA,2174,77
R05C0,KHPA,9749,337
R05C0,KPA,37006,819
R05D1,KCPA,370,21
R05D1,KHPA,2830,133
R05D1,KPA,13575,294
R05D2,KCPA,535,18
R05D2,KHPA,1492,46
R05D2,KPA,5301,155
R05F0,KHPA,73,2
R05F0,KPA,280,6
R06A0,KCPA,1379,57
R06A0,KHPA,7042,291
R06A0,KPA,39466,857
R07A0,KHPA,180,3
R07A0,KPA,6,2
R07C0,KHPA,208,4
R07D0,KHPA,563,15
R07D0,KPA,614,16
R07X0,KHPA,179,3
S01A0,KCPA,210,14
S01A0,KHPA,3273,92
S01A0,KPA,9285,184
S01B0,KCPA,76,9
S01B0,KHPA,2091,60
S01B0,KPA,5248,104
S01C1,KCPA,61,3
S01C1,KHPA,499,12
S01C1,KPA,925,22
S01C9,KHPA,59,1
S01C9,KPA,241,5
S01D0,KHPA,228,4
S01D0,KPA,240,4
S01E1,KHPA,120,2
S01E1,KPA,63,2
S01E2,KCPA,75,5
S01E2,KHPA,3049,78
S01E2,KPA,4287,94
S01F0,KCPA,204,5
S01F0,KHPA,504,9
S01F0,KPA,528,11
S01G1,KHPA,228,7
S01G1,KPA,1477,36
S01G2,KHPA,215,6
S01G2,KPA,480,8
S01G3,KCPA,28,2
S01G3,KHPA,1432,58
S01G3,KPA,6041,131
S01G5,KHPA,41,1
S01G5,KPA,85,2
S01G6,KHPA,3,1
S01H0,KCPA,120,2
S01H0,KHPA,120,2
S01H0,KPA,120,2
S01K1,KCPA,38,9
S01K1,KHPA,4658,155
S01K1,KPA,17336,469
S01K9,KHPA,754,27
S01K9,KPA,3183,70
S01L0,KHPA,19,1
S01L0,KPA,145,8
S01M0,KCPA,3,1
S01M0,KHPA,375,15
S01M0,KPA,1972,64
S01N2,KCPA,3,1
S01N2,KHPA,241,5
S01N2,KPA,381,8
S01P0,KCPA,341,16
S01P0,KHPA,493,17
S01P0,KPA,3,1
S01R0,KCPA,38,2
S01R0,KHPA,504,17
S01R0,KPA,1463,42
S01S1,KCPA,427,16
S01S1,KHPA,851,26
S01S1,KPA,6,2
S01S9,KCPA,300,6
S01S9,KHPA,429,8
S01S9,KPA,49,3
S01T0,KCPA,60,1
S01T0,KHPA,66,2
S01T0,KPA,1,1
S01X2,KHPA,208,7
S01X2,KPA,645,19
S02A0,KCPA,57,2
S02A0,KHPA,281,7
S02A0,KPA,296,7
S02C0,KCPA,18,2
S02C0,KHPA,220,5
S02C0,KPA,290,6
S02D9,KPA,130,4
T01A0,KCPA,562,19
T01A0,KHPA,9172,215
T01A0,KPA,144,10
T01B0,KHPA,34,1
T01C0,KCPA,50,1
T01C0,KHPA,383,8
T01C0,KPA,118,3
T01E0,KHPA,1322,29
T01E0,KPA,104,7
T01F0,KCPA,78,2
T01F0,KHPA,139,3
T01F0,KPA,64,2
T01G0,KHPA,59,1
T01X0,KHPA,205,5
T01X0,KPA,6,1
T02C0,KHPA,4,1
T02C0,KPA,491,15
T02D9,KCPA,123,3
T02D9,KHPA,356,6
T02D9,KPA,163,6
T02X2,KHPA,56,1
T02X9,KCPA,58,3
T02X9,KHPA,655,15
T02X9,KPA,59,6
V01A0,KCPA,188,5
V01A0,KHPA,874,16
V01A0,KPA,490,12
V03B1,KPA,60,1
V03B2,KCPA,29,6
V03B2,KHPA,117,13
V03B2,KPA,31710,925
V03D0,KCPA,993,24
V03D0,KHPA,2085,42
V03D0,KPA,298,15
V03E0,KCPA,135,4
V03E0,KHPA,1079,26
V03E0,KPA,1451,39
V03F0,KHPA,569,12
V03F0,KPA,515,11
V03G1,KCPA,1025,23
V03G1,KHPA,1324,29
V03G1,KPA,1274,28
V03G2,KCPA,780,20
V03G2,KHPA,1018,30
V03G2,KPA,1276,35
V03H0,KCPA,140,8
V03H0,KHPA,1189,34
V03H0,KPA,2071,62
V03X0,KCPA,712,18
V03X0,KHPA,1099,27
V03X0,KPA,884,25
V05A0,KHPA,56,1
V05A0,KPA,28,1
V06A0,KCPA,26,3
V06A0,KHPA,11,2
V06A0,KPA,1324,39
V06B0,KHPA,646,13
V06B0,KPA,1107,23
V06D0,KCPA,103,2
V06D0,KHPA,240,4
V06D0,KPA,240,4
V07A0,KHPA,12,1
V07B0,KPA,1201,33
V07C0,KPA,11,2
null,Grand Total,20,1
