level,market,brand_id,brand_name,brand_normalized,matched_brand_in_master,current_value,target_value,policy,match_type,action,confidence
ml,ml_001,sb_001_00225,가나플럭스,가나플럭스,가나플럭스,Omeprazole,Omeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00248,경보 라베프라졸,경보라베프라졸,경보라베프라졸,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00227,경보 토프라졸,경보토프라졸,경보토프라졸,Pantoprazole,Pantoprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00321,글로라베,글로라베,글로라베,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00059,네메올,네메올,네메올,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00141,네메올 듀오,네메올듀오,네메올듀오,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00061,네오메졸,네오메졸,네오메졸,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00309,네오베트,네오베트,네오베트,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00102,넥사브이,넥사브이,넥사브이,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00125,넥세라,넥세라,넥세라,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00106,넥소메,넥소메,넥소메,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00027,넥소칸,넥소칸,넥소칸,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00052,넥스라졸,넥스라졸,넥스라졸,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00111,넥스온,넥스온,넥스온,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00088,넥스졸,넥스졸,넥스졸,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00142,넥스졸 듀오,넥스졸듀오,넥스졸듀오,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00117,넥스파,넥스파,넥스파,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00154,넥스파 듀오,넥스파듀오,넥스파듀오,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00098,넥스페졸,넥스페졸,넥스페졸,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00123,넥스프라졸,넥스프라졸,넥스프라졸,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00158,넥시 듀오,넥시듀오,넥시듀오,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00076,넥시리움,넥시리움,넥시리움,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00147,넥시리움듀오,넥시리움듀오,넥시리움듀오,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00024,넥시메졸,넥시메졸,넥시메졸,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00132,넥시알디,넥시알디,넥시알디,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00038,넥시어드,넥시어드,넥시어드,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00081,넥시엔,넥시엔,넥시엔,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00079,넥시오메,넥시오메,넥시오메,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00049,넥시온,넥시온,넥시온,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00069,넥시움,넥시움,넥시움,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00037,넥시퀸,넥시퀸,넥시퀸,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00031,넥시프라,넥시프라,넥시프라,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00033,넬프라,넬프라,넬프라,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00166,놀텍,놀텍,놀텍,Ilaprazole,Ilaprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00167,놀텍 플러스,놀텍플러스,놀텍플러스,Ilaprazole,Ilaprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00283,뉴라베,뉴라베,뉴라베,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00314,뉴라벨,뉴라벨,뉴라벨,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00176,뉴란소,뉴란소,뉴란소,Lansoprazole,Lansoprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00016,뉴란소 엑스,뉴란소엑스,뉴란소엑스,Lansoprazole,Lansoprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00291,뉴베라,뉴베라,뉴베라,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00073,뉴 에스오프라,뉴에스오프라,뉴에스오프라,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00034,다림 에스오메프라졸,다림에스오메프라졸,다림에스오메프라졸,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00184,다프라,다프라,다프라,Lansoprazole,Lansoprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00253,대웅 라베프라졸,대웅라베프라졸,대웅라베프라졸,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00196,대한뉴팜 오엠프라졸,대한뉴팜오엠프라졸,대한뉴팜오엠프라졸,Omeprazole,Omeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00018,덱실란트 디알,덱실란트디알,덱실란트디알,Dexlansoprazole,Dexlansoprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00262,동성 라베프라졸,동성라베프라졸,동성라베프라졸,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00277,드라베,드라베,드라베,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00047,디에스오,디에스오,디에스오,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00280,라라베,라라베,라라베,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00273,라바졸,라바졸,라바졸,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00279,라베,라베,라베,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00243,라베가드,라베가드,라베가드,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00246,라베건,라베건,라베건,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00341,라베나,라베나,라베나,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00271,라베넥스,라베넥스,라베넥스,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00349,라베뉴,라베뉴,라베뉴,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00347,라베듀엣,라베듀엣,라베듀엣,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00350,라베듀오,라베듀오,라베듀오,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00261,라베드,라베드,라베드,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00244,라베드 온,라베드온,라베드온,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00308,라베라,라베라,라베라,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00352,라베라듀오,라베라듀오,라베라듀오,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00266,라베라 엠,라베라엠,라베라엠,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00340,라베라즈,라베라즈,라베라즈,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00257,라베라톤,라베라톤,라베라톤,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00343,라베로즈,라베로즈,라베로즈,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00312,라베르,라베르,라베르,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00284,라베리트,라베리트,라베리트,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00311,라베린,라베린,라베린,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00272,라베맥스,라베맥스,라베맥스,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00356,라베모어,라베모어,라베모어,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00351,라베미니,라베미니,라베미니,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00250,라베민,라베민,라베민,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00345,라베비카,라베비카,라베비카,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00259,라베스타,라베스타,라베스타,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00339,라베스토,라베스토,라베스토,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00330,라베스틴,라베스틴,라베스틴,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00318,라베에트,라베에트,라베에트,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00265,라베 엠,라베엠,라베엠,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00278,라베올,라베올,라베올,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00348,라베올 듀오,라베올듀오,라베올듀오,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00268,라베움,라베움,라베움,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00297,라베원,라베원,라베원,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00281,라베젠,라베젠,라베젠,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00322,라베졸,라베졸,라베졸,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_canonical_001_라베칸,라베칸,라베칸,라베칸,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_canonical_002_라베칸듀오,라베칸듀오,라베칸듀오,라베칸듀오,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00336,라베탑,라베탑,라베탑,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00292,라베톤,라베톤,라베톤,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00267,라베투,라베투,라베투,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00324,라베트,라베트,라베트,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00307,라베트라,라베트라,라베트라,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00252,라베파졸,라베파졸,라베파졸,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00333,라베폰,라베폰,라베폰,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00328,라베프란,라베프란,라베프란,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00316,라베프론,라베프론,라베프론,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00315,라베프롤,라베프롤,라베프롤,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00260,라베프리,라베프리,라베프리,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00331,라베프린,라베프린,라베프린,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00335,라베프졸,라베프졸,라베프졸,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00355,라베프탑,라베프탑,라베프탑,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00263,라베 플러스,라베플러스,라베플러스,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00296,라베피아,라베피아,라베피아,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00332,라베핀,라베핀,라베핀,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00338,라베휴,라베휴,라베휴,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00300,라벤프,라벤프,라벤프,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00326,라벨라,라벨라,라벨라,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00346,라비 듀오,라비듀오,라비듀오,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00310,라비에트,라비에트,라비에트,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00353,라비에트 듀오,라비에트듀오,라비에트듀오,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00249,라비엠,라비엠,라비엠,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00327,라비파,라비파,라비파,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00320,라페졸,라페졸,라페졸,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00264,라프라이트,라프라이트,라프라이트,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00288,라프라졸,라프라졸,라프라졸,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00289,라프리졸,라프리졸,라프리졸,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00194,라피 듀오,라피듀오,라피듀오,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00285,라피에스,라피에스,라피에스,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00256,라피졸,라피졸,라피졸,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00183,란사톤,란사톤,란사톤,Lansoprazole,Lansoprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00017,란사톤 듀오,란사톤듀오,란사톤듀오,Lansoprazole,Lansoprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00012,란소 듀오,란소듀오,란소듀오,Lansoprazole,Lansoprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00172,란소드,란소드,란소드,Lansoprazole,Lansoprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00177,란소멜,란소멜,란소멜,Lansoprazole,Lansoprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00014,란소앤,란소앤,란소앤,Lansoprazole,Lansoprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00185,란소졸,란소졸,란소졸,Lansoprazole,Lansoprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00187,란소큐,란소큐,란소큐,Lansoprazole,Lansoprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00013,란스타,란스타,란스타,Lansoprazole,Lansoprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00169,란스터,란스터,란스터,Lansoprazole,Lansoprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00171,란스톤 엘에프디티,란스톤엘에프디티,란스톤엘에프디티,Lansoprazole,Lansoprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00168,란시드,란시드,란시드,Lansoprazole,Lansoprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00178,란시라,란시라,란시라,Lansoprazole,Lansoprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00174,란시졸,란시졸,란시졸,Lansoprazole,Lansoprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00015,란탄 듀오,란탄듀오,란탄듀오,Lansoprazole,Lansoprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00170,란프라,란프라,란프라,Lansoprazole,Lansoprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00181,란프졸,란프졸,란프졸,Lansoprazole,Lansoprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00173,란프톤,란프톤,란프톤,Lansoprazole,Lansoprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00358,레바넥스,레바넥스,레바넥스,Revaprazan,Revaprazan,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00334,레스프라졸,레스프라졸,레스프라졸,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00304,레이프라,레이프라,레이프라,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00359,레토프라,레토프라,레토프라,S-pantoprazole,S-pantoprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00270,레프라졸,레프라졸,레프라졸,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00305,로베돌,로베돌,로베돌,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00269,메딕스 라베핀,메딕스라베핀,메딕스라베핀,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00180,모노리툼 플라스,모노리툼플라스,모노리툼플라스,Lansoprazole,Lansoprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00205,바로메졸,바로메졸,바로메졸,Omeprazole,Omeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00200,바이넥스 오메프라졸,바이넥스오메프라졸,바이넥스오메프라졸,Omeprazole,Omeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00116,반젤리스,반젤리스,반젤리스,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00286,베라졸,베라졸,베라졸,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00159,베스듀오,베스듀오,베스듀오,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00247,베프졸,베프졸,베프졸,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00313,벤프라,벤프라,벤프라,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00163,벨록스캡,벨록스캡,벨록스캡,Fexuprazan,Fexuprazan,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00274,비보존 라베프라졸,비보존라베프라졸,비보존라베프라졸,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00303,빠리바,빠리바,빠리바,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00275,삼성 라베프라졸,삼성라베프라졸,삼성라베프라졸,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00056,삼성 에스오메프라졸,삼성에스오메프라졸,삼성에스오메프라졸,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00202,셀비온 오메프란,셀비온오메프란,셀비온오메프란,Omeprazole,Omeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00203,셀트리온 오메프라졸,셀트리온오메프라졸,셀트리온오메프라졸,Omeprazole,Omeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00065,신에소메,신에소메,신에소메,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00287,씨엠지 라베프라졸,씨엠지라베프라졸,씨엠지라베프라졸,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00072,아나프라졸,아나프라졸,아나프라졸,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00216,아메졸,아메졸,아메졸,Omeprazole,Omeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00206,아 오메프라졸,아오메프라졸,,Omeprazole,Omeprazole,ingredient_recode,unmatched,NOOP,LOW
ml,ml_001,sb_001_00145,안국뉴팜 에스오플러스,안국뉴팜에스오플러스,안국뉴팜에스오플러스,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00295,알피라베,알피라베,알피라베,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00078,알피에소,알피에소,알피에소,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00195,애니시드,애니시드,애니시드,Omeprazole,Omeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00030,앤티시움,앤티시움,앤티시움,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00165,앱시토,앱시토,앱시토,Fexuprazan,Fexuprazan,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00282,얼사라,얼사라,얼사라,Rabeprazole,Rabeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00054,에넥시움,에넥시움,에넥시움,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00053,에소가드,에소가드,에소가드,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00067,에소넬,에소넬,에소넬,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00021,에소놀,에소놀,에소놀,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00137,에소듀오,에소듀오,에소듀오,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00032,에소라,에소라,에소라,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00036,에소라졸,에소라졸,에소라졸,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00068,에소리움,에소리움,에소리움,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00144,에소리움 플러스,에소리움플러스,에소리움플러스,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00019,에소마크,에소마크,에소마크,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00114,에소맥스,에소맥스,에소맥스,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00153,에소맥스 듀오,에소맥스듀오,에소맥스듀오,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00082,에소메,에소메,에소메,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00103,에소메딘,에소메딘,에소메딘,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00080,에소메라,에소메라,에소메라,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00120,에소메졸,에소메졸,에소메졸,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00136,에소메졸 플러스,에소메졸플러스,에소메졸플러스,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00133,에소메칸,에소메칸,에소메칸,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00115,에소메프라,에소메프라,에소메프라,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00062,에소멜,에소멜,에소멜,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
ml,ml_001,sb_001_00152,에소미트,에소미트,에소미트,Esomeprazole,Esomeprazole,ingredient_recode,normalized,NOOP,HIGH
