level,market,brand_id,brand_name,brand_normalized,matched_brand_in_master,current_value,target_value,policy,match_type,action,confidence
ml,ml_005,sb_005_00222,벤디핀,벤디핀,벤디핀,benidipine,benidipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00041,부광 켈론,부광켈론,부광켈론,betaxolol,betaxolol,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00050,비소폴,비소폴,비소폴,bisoprolo,bisoprolo,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00130,비씨로우,비씨로우,비씨로우,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00131,비아트리스 노바스크,비아트리스노바스크,비아트리스노바스크,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00142,비엘 노바스,비엘노바스,비엘노바스,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00286,사브,사브,사브,S-amlodipine,S-amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00024,삼남 염산트리메타지딘,삼남염산트리메타지딘,삼남염산트리메타지딘,trimetazidine,trimetazidine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00234,삼익 펠로디핀,삼익펠로디핀,삼익펠로디핀,felodipine,felodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00134,서울 암로디핀베실산염,서울암로디핀베실산염,서울암로디핀베실산염,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00171,셀로디핀,셀로디핀,셀로디핀,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00027,셀트리메,셀트리메,셀트리메,trimetazidine,trimetazidine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00110,소타론,소타론,소타론,sotalol,sotalol,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00183,스카드 비,스카드비,스카드비,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00204,스타디핀,스타디핀,스타디핀,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_canonical_007_시그마트,시그마트,시그마트,시그마트,nicorandil,nicorandil,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00223,시나롱,시나롱,시나롱,benidipine,benidipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00150,시암로핀,시암로핀,시암로핀,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00140,신노바핀,신노바핀,신노바핀,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00034,신일 아테놀올,신일아테놀올,신일아테놀올,atenolol,atenolol,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00143,씨엠지 암로디핀,씨엠지암로디핀,씨엠지암로디핀,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00250,아나딥,아나딥,아나딥,lercanidipine,lercanidipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00035,아놀렉스,아놀렉스,아놀렉스,atenolol,atenolol,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00260,아다핀오스모,아다핀오스모,아다핀오스모,nifedipine,nifedipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00262,아달라트 오로스,아달라트오로스,아달라트오로스,nifedipine,nifedipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00144,아드,아드,아드,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00277,아드에스,아드에스,아드에스,S-amlodipine,S-amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00243,아디핀,아디핀,아디핀,felodipine,felodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00116,아로노바,아로노바,아로노바,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00196,아로디핀,아로디핀,아로디핀,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00162,아로딥,아로딥,아로딥,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00185,아모디핀,아모디핀,아모디핀,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00202,아모딘,아모딘,아모딘,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00129,아모텐션,아모텐션,아모텐션,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00151,아모핀,아모핀,아모핀,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00217,아제로핀,아제로핀,아제로핀,azelnidipine,azelnidipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00216,아제리아,아제리아,아제리아,azelnidipine,azelnidipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00218,아젤디핀,아젤디핀,아젤디핀,azelnidipine,azelnidipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00215,아젤블럭,아젤블럭,아젤블럭,azelnidipine,azelnidipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00214,아젤핀,아젤핀,아젤핀,azelnidipine,azelnidipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00039,아테나,아테나,아테나,atenolol,atenolol,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00033,아테날,아테날,아테날,atenolol,atenolol,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00030,아테놀,아테놀,아테놀,atenolol,atenolol,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00037,아테놀민,아테놀민,아테놀민,atenolol,atenolol,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00075,안국 카르베딜롤,안국카르베딜롤,안국카르베딜롤,carvedilol,carvedilol,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00029,알말,알말,알말,arotinolol,arotinolol,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00076,알베롤,알베롤,알베롤,carvedilol,carvedilol,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00077,알보젠 카베디롤,알보젠카베디롤,알보젠카베디롤,carvedilol,carvedilol,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00028,알잘,알잘,알잘,arotinolol,arotinolol,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00067,알파디롤,알파디롤,알파디롤,carvedilol,carvedilol,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00164,암로닌,암로닌,암로닌,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00176,암로다,암로다,암로다,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00165,암로다운,암로다운,암로다운,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00210,암로다핀,암로다핀,암로다핀,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00149,암로디,암로디,암로디,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00112,암로디바,암로디바,암로디바,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00118,암로디젠,암로디젠,암로디젠,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00188,암로딘,암로딘,암로딘,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00208,암로맥스,암로맥스,암로맥스,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00168,암로바,암로바,암로바,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00148,암로베틴,암로베틴,암로베틴,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00173,암로비스,암로비스,암로비스,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00190,암로스크,암로스크,암로스크,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00111,암로스타,암로스타,암로스타,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00120,암로스핀,암로스핀,암로스핀,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00271,암로스핀 에스,암로스핀에스,암로스핀에스,S-amlodipine,S-amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00127,암로원,암로원,암로원,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00207,암로칸,암로칸,암로칸,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00119,암로크,암로크,암로크,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00212,암로텐,암로텐,암로텐,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00294,암로텐션 에스,암로텐션에스,암로텐션에스,S-amlodipine,S-amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00194,암로핀,암로핀,암로핀,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00145,암롤,암롤,암롤,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00282,암바스,암바스,암바스,S-amlodipine,S-amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00139,암베스,암베스,암베스,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00128,암베스크,암베스크,암베스크,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00274,암베스크 에스,암베스크에스,암베스크에스,S-amlodipine,S-amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00209,암비피,암비피,암비피,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00287,암비피 에스,암비피에스,암비피에스,S-amlodipine,S-amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00197,애니디핀,애니디핀,애니디핀,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00289,애니디핀 에스,애니디핀에스,애니디핀에스,S-amlodipine,S-amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00008,앤지비드,앤지비드,앤지비드,isosorbide,isosorbide,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00203,에니틴,에니틴,에니틴,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00200,에버디핀,에버디핀,에버디핀,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00292,에스디핀,에스디핀,에스디핀,S-amlodipine,S-amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00284,에스로핀,에스로핀,에스로핀,S-amlodipine,S-amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00273,에스메디,에스메디,에스메디,S-amlodipine,S-amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00288,에스아로딥,에스아로딥,에스아로딥,S-amlodipine,S-amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00265,에스 암로딕스,에스암로딕스,에스암로딕스,S-amlodipine,S-amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00291,에스암로민,에스암로민,에스암로민,S-amlodipine,S-amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00268,에스암핀,에스암핀,에스암핀,S-amlodipine,S-amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00198,에이엠,에이엠,에이엠,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00169,에이엠비즈,에이엠비즈,에이엠비즈,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00290,에이엠에스,에이엠에스,에이엠에스,S-amlodipine,S-amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00189,에이핀,에이핀,에이핀,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00013,엘로톤,엘로톤,엘로톤,isosorbide,isosorbide,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00009,엘탄,엘탄,엘탄,isosorbide,isosorbide,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00195,엠디핀,엠디핀,엠디핀,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00285,엠디핀에스,엠디핀에스,엠디핀에스,S-amlodipine,S-amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00123,엠피디핀,엠피디핀,엠피디핀,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00152,영진 암로디핀,영진암로디핀,영진암로디핀,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00213,오로디핀,오로디핀,오로디핀,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00154,오코디핀,오코디핀,오코디핀,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00178,옥타디핀,옥타디핀,옥타디핀,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00219,올데카,올데카,올데카,barnidipine,barnidipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00036,올테놀,올테놀,올테놀,atenolol,atenolol,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00059,원베롤,원베롤,원베롤,carvedilol,carvedilol,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00158,유나스크,유나스크,유나스크,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00236,유한 스프렌딜,유한스프렌딜,유한스프렌딜,felodipine,felodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00160,이디핀,이디핀,이디핀,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00006,이소맥,이소맥,이소맥,isosorbide,isosorbide,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00007,이소켓,이소켓,이소켓,isosorbide,isosorbide,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00011,이소트릴,이소트릴,이소트릴,isosorbide,isosorbide,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00272,이지텐션,이지텐션,이지텐션,S-amlodipine,S-amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00107,인데놀,인데놀,인데놀,propranolol,propranolol,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00069,인트랙,인트랙,인트랙,carvedilol,carvedilol,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00299,일성 이솦틴,일성이솦틴,일성이솦틴,verapamil,verapamil,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00257,자니딥,자니딥,자니딥,lercanidipine,lercanidipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00241,지로디핀,지로디핀,지로디핀,felodipine,felodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00276,지텐션,지텐션,지텐션,S-amlodipine,S-amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00060,카디렌,카디렌,카디렌,carvedilol,carvedilol,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00226,카디아젬,카디아젬,카디아젬,diltiazem,diltiazem,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00255,카디아핀,카디아핀,카디아핀,lercanidipine,lercanidipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00053,카딜란,카딜란,카딜란,carvedilol,carvedilol,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00072,카르디날,카르디날,카르디날,carvedilol,carvedilol,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00089,카르베,카르베,카르베,carvedilol,carvedilol,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00091,카르베롤,카르베롤,카르베롤,carvedilol,carvedilol,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00090,카르베롤 서방,카르베롤서방,,carvedilol,carvedilol,molecule_recode,unmatched,NOOP,LOW
ml,ml_005,sb_005_00078,카르베타,카르베타,카르베타,carvedilol,carvedilol,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00071,카베날,카베날,카베날,carvedilol,carvedilol,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00088,카베닐,카베닐,카베닐,carvedilol,carvedilol,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00080,카베돌,카베돌,카베돌,carvedilol,carvedilol,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00058,카베디아,카베디아,카베디아,carvedilol,carvedilol,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00070,카베딘,카베딘,카베딘,carvedilol,carvedilol,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00081,카베딜,카베딜,카베딜,carvedilol,carvedilol,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00073,카베씨티,카베씨티,카베씨티,carvedilol,carvedilol,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00079,카베올,카베올,카베올,carvedilol,carvedilol,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00063,카베타,카베타,카베타,carvedilol,carvedilol,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00087,카베트렌,카베트렌,카베트렌,carvedilol,carvedilol,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00068,카비롤,카비롤,카비롤,carvedilol,carvedilol,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00269,카이로핀,카이로핀,카이로핀,S-amlodipine,S-amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00064,카터,카터,카터,carvedilol,carvedilol,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00249,칼딥,칼딥,칼딥,lercanidipine,lercanidipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00159,칼브록,칼브록,칼브록,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00038,케이엠에스 아테놀올,케이엠에스아테놀올,케이엠에스아테놀올,atenolol,atenolol,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00220,코닐,코닐,코닐,benidipine,benidipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00221,코디핀,코디핀,코디핀,benidipine,benidipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00146,코비스크,코비스크,코비스크,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00042,콩브럭,콩브럭,콩브럭,bisoprolo,bisoprolo,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00044,콩코르,콩코르,콩코르,bisoprolo,bisoprolo,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00043,콩크린,콩크린,콩크린,bisoprolo,bisoprolo,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00138,크라노스,크라노스,크라노스,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00199,태극 암로디핀,태극암로디핀,태극암로디핀,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00108,테프라,테프라,테프라,propranolol,propranolol,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00023,트리진,트리진,트리진,trimetazidine,trimetazidine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00172,티디에스 베실산암로디핀,티디에스베실산암로디핀,티디에스베실산암로디핀,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00192,파인디핀,파인디핀,파인디핀,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00242,펠로덴,펠로덴,펠로덴,felodipine,felodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00235,펠로디온,펠로디온,펠로디온,felodipine,felodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00239,펠로딥,펠로딥,펠로딥,felodipine,felodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00231,펠로핀,펠로핀,펠로핀,felodipine,felodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00238,펠론,펠론,펠론,felodipine,felodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00225,푸로골,푸로골,푸로골,diltiazem,diltiazem,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00181,프레스틴,프레스틴,프레스틴,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00017,프로코라란,프로코라란,프로코라란,ivabradine,ivabradine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00228,핀테,핀테,핀테,efonidipine,efonidipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00015,하나 니트로글리세린,하나니트로글리세린,하나니트로글리세린,nitroglycerin,nitroglycerin,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00232,하이드로핀,하이드로핀,하이드로핀,felodipine,felodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00296,하이탑핀,하이탑핀,하이탑핀,S-amlodipine,S-amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00237,하이퍼,하이퍼,하이퍼,felodipine,felodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00227,하이퍼벤,하이퍼벤,하이퍼벤,diltiazem,diltiazem,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00156,하퍼텐,하퍼텐,하퍼텐,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00230,할로핀,할로핀,할로핀,felodipine,felodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00224,헤르벤,헤르벤,헤르벤,diltiazem,diltiazem,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00045,헤미푸롤,헤미푸롤,헤미푸롤,bisoprolo,bisoprolo,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00040,현대 테놀민,현대테놀민,현대테놀민,atenolol,atenolol,molecule_recode,normalized,NOOP,HIGH
ml,ml_005,sb_005_00180,휴온스 암로디핀,휴온스암로디핀,휴온스암로디핀,amlodipine,amlodipine,molecule_recode,normalized,NOOP,HIGH
ml,ml_006,sb_006_00701,건피타,건피타,건피타,pitavastatin calcium,Statin,molecule,normalized,UPDATE,HIGH
ml,ml_006,sb_006_00465,광동 아토르바스타틴,광동아토르바스타틴,광동아토르바스타틴,atorvastatin calcium,Statin,molecule,normalized,UPDATE,HIGH
ml,ml_006,sb_006_00650,글로스타,글로스타,글로스타,atorvastatin calcium,Statin,molecule,normalized,UPDATE,HIGH
ml,ml_006,sb_006_00171,글로젯,글로젯,글로젯,"atorvastatin calcium trihydrate  ( as atorvastatin),  ezetimibe",Statin/EZE,molecule,normalized,UPDATE,HIGH
ml,ml_006,sb_006_00475,네오아토,네오아토,네오아토,atorvastatin calcium,Statin,molecule,normalized,UPDATE,HIGH
ml,ml_006,sb_006_00451,뉴마코 알,뉴마코알,뉴마코알,"omega-3-acids ethyl esters90,  rosuvastatin calcium",제외,molecule,normalized,UPDATE,HIGH
ml,ml_006,sb_006_00712,뉴바로,뉴바로,뉴바로,pitavastatin calcium,Statin,molecule,normalized,UPDATE,HIGH
ml,ml_006,sb_006_00697,뉴바스트,뉴바스트,뉴바스트,atorvastatin strontium pentahydrate,Statin,molecule,normalized,UPDATE,HIGH
ml,ml_006,sb_006_00911,뉴슈바틴,뉴슈바틴,뉴슈바틴,rosuvastatin calcium  ( as rosuvastatin),Statin,molecule,normalized,UPDATE,HIGH
ml,ml_006,sb_006_00281,뉴스타젯 알,뉴스타젯알,뉴스타젯알,"ezetimibe,  rosuvastatin calcium  ( as rosuvastatin)",Statin/EZE,molecule,normalized,UPDATE,HIGH
ml,ml_006,sb_006_00422,뉴스타틴 듀오,뉴스타틴듀오,뉴스타틴듀오,"fenofibrate granule,  pitavastatin calcium",제외,molecule,normalized,UPDATE,HIGH
ml,ml_006,sb_006_00875,뉴스타틴 알,뉴스타틴알,뉴스타틴알,rosuvastatin calcium  ( as rosuvastatin),Statin,molecule,normalized,UPDATE,HIGH
ml,ml_006,sb_006_00537,뉴스타틴-에이,뉴스타틴-에이,뉴스타틴-에이,atorvastatin calcium,Statin,molecule,normalized,UPDATE,HIGH
ml,ml_006,sb_006_00821,뉴스토,뉴스토,뉴스토,rosuvastatin calcium  ( as rosuvastatin),Statin,molecule,normalized,UPDATE,HIGH
ml,ml_006,sb_006_00092,뉴 아토르젯,뉴아토르젯,뉴아토르젯,"atorvastatin calcium trihydrate  ( as atorvastatin),  ezetimibe",Statin/EZE,molecule,normalized,UPDATE,HIGH
ml,ml_006,sb_006_00568,뉴 아토르타,뉴아토르타,뉴아토르타,atorvastatin calcium,Statin,molecule,normalized,UPDATE,HIGH
ml,ml_006,sb_006_00492,뉴토르,뉴토르,뉴토르,atorvastatin calcium,Statin,molecule,normalized,UPDATE,HIGH
ml,ml_006,sb_006_00203,뉴토메가,뉴토메가,뉴토메가,"atorvastatin calcium trihydrate  ( as atorvastatin),  omega-3-acids ethyl esters90",제외,molecule,normalized,UPDATE,HIGH
ml,ml_006,sb_006_00037,뉴토젯,뉴토젯,뉴토젯,"atorvastatin calcium trihydrate  ( as atorvastatin),  ezetimibe",Statin/EZE,molecule,normalized,UPDATE,HIGH
ml,ml_006,sb_006_00600,뉴펙스,뉴펙스,뉴펙스,atorvastatin calcium,Statin,molecule,normalized,UPDATE,HIGH
ml,ml_006,sb_006_00508,뉴피토,뉴피토,뉴피토,atorvastatin calcium,Statin,molecule,normalized,UPDATE,HIGH
ml,ml_006,sb_006_00232,다비듀오,다비듀오,다비듀오,"ezetimibe,  rosuvastatin calcium  ( as rosuvastatin)",Statin/EZE,molecule,normalized,UPDATE,HIGH
ml,ml_006,sb_006_00809,대웅 로수바스타틴,대웅로수바스타틴,대웅로수바스타틴,rosuvastatin calcium  ( as rosuvastatin),Statin,molecule,normalized,UPDATE,HIGH
ml,ml_006,sb_006_00481,대웅바이오 아토르바스타틴,대웅바이오아토르바스타틴,대웅바이오아토르바스타틴,atorvastatin calcium,Statin,molecule,normalized,UPDATE,HIGH
