target_priority_id,competitive_dynamics_id,source_view,strategic_market_id,product_name_kor,priority_rank,target_customer,source_type,source_evidence,raw_row_id,raw_column_ids,raw_product_name_kor_json,raw_value_json,raw_conflict_values_json,data_source_type,cd_definition_type,cd_brand_count,auto_fill_scope,auto_fill_metric,auto_fill_source,auto_fill_tie_break,precompute_status,source_file_version
tp_066,cd_016,IQVIA,strategy_013,헴리브라,2,KCPA,raw_from_sheet,시장정의 & Target R55 / col S,55,"[""S""]","[""헴리브라""]","[""KCPA""]",[],IQVIA,ml_equals_cd_exact,13,,,,,materialized,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx
tp_067,cd_016,IQVIA,strategy_013,헴리브라,3,KPA,raw_from_sheet,시장정의 & Target R56 / col S,56,"[""S""]","[""헴리브라""]","[""KPA""]",[],IQVIA,ml_equals_cd_exact,13,,,,,materialized,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx
tp_068,cd_016,IQVIA,strategy_013,헴리브라,4,,auto_fill_top_n_by_sales,PENDING auto-fill: scope=CD market; metric=sales; source=IQVIA; tie_break=drug_index; requires Q-30/Q-31/Q-32 decisions,57,"[""S""]","[""헴리브라""]",[null],[],IQVIA,ml_equals_cd_exact,13,CD market top 4,sales,IQVIA,drug_index,pending_decision,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx
tp_069,cd_017,IQVIA,strategy_015,엔커버,1,IQVIA/KHPA,raw_from_sheet,시장정의 & Target R54 / col T,54,"[""T""]","[""엔커버""]","[""IQVIA/KHPA""]",[],BOTH,ml_equals_cd_exact,4,,,,,materialized,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx
tp_070,cd_017,IQVIA,strategy_015,엔커버,2,IQVIA/KCPA,raw_from_sheet,시장정의 & Target R55 / col T,55,"[""T""]","[""엔커버""]","[""IQVIA/KCPA""]",[],BOTH,ml_equals_cd_exact,4,,,,,materialized,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx
tp_071,cd_017,IQVIA,strategy_015,엔커버,3,IQVIA/KPA,raw_from_sheet,시장정의 & Target R56 / col T,56,"[""T""]","[""엔커버""]","[""IQVIA/KPA""]",[],BOTH,ml_equals_cd_exact,4,,,,,materialized,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx
tp_072,cd_017,IQVIA,strategy_015,엔커버,4,"Ubist/유통 기관별 (상급, 종병, 병원, 의원, 기타 기관)",raw_from_sheet,시장정의 & Target R57 / col T,57,"[""T""]","[""엔커버""]","[""Ubist/유통 기관별 (상급, 종병, 병원, 의원, 기타 기관)""]",[],BOTH,ml_equals_cd_exact,4,,,,,materialized,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx
tp_073,cd_017,UBIST,strategy_015,엔커버,1,IQVIA/KHPA,raw_from_sheet,시장정의 & Target R54 / col T,54,"[""T""]","[""엔커버""]","[""IQVIA/KHPA""]",[],BOTH,ml_equals_cd_exact,4,,,,,materialized,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx
tp_074,cd_017,UBIST,strategy_015,엔커버,2,IQVIA/KCPA,raw_from_sheet,시장정의 & Target R55 / col T,55,"[""T""]","[""엔커버""]","[""IQVIA/KCPA""]",[],BOTH,ml_equals_cd_exact,4,,,,,materialized,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx
tp_075,cd_017,UBIST,strategy_015,엔커버,3,IQVIA/KPA,raw_from_sheet,시장정의 & Target R56 / col T,56,"[""T""]","[""엔커버""]","[""IQVIA/KPA""]",[],BOTH,ml_equals_cd_exact,4,,,,,materialized,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx
tp_076,cd_017,UBIST,strategy_015,엔커버,4,"Ubist/유통 기관별 (상급, 종병, 병원, 의원, 기타 기관)",raw_from_sheet,시장정의 & Target R57 / col T,57,"[""T""]","[""엔커버""]","[""Ubist/유통 기관별 (상급, 종병, 병원, 의원, 기타 기관)""]",[],BOTH,ml_equals_cd_exact,4,,,,,materialized,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx
tp_077,cd_018,IQVIA,strategy_014,위너프/위너프A+,1,IQVIA/KHPA,raw_from_sheet,시장정의 & Target R54 / col U,54,"[""U""]","[""위너프/A+""]","[""IQVIA/KHPA""]",[],IQVIA,filter_explicit,64,,,,,materialized,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx
tp_078,cd_018,IQVIA,strategy_014,위너프/위너프A+,2,,auto_fill_top_n_by_sales,PENDING auto-fill: scope=CD market; metric=sales; source=IQVIA; tie_break=drug_index; requires Q-30/Q-31/Q-32 decisions,55,"[""U""]","[""위너프/A+""]",[null],[],IQVIA,filter_explicit,64,CD market top 4,sales,IQVIA,drug_index,pending_decision,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx
tp_079,cd_018,IQVIA,strategy_014,위너프/위너프A+,3,,auto_fill_top_n_by_sales,PENDING auto-fill: scope=CD market; metric=sales; source=IQVIA; tie_break=drug_index; requires Q-30/Q-31/Q-32 decisions,56,"[""U""]","[""위너프/A+""]",[null],[],IQVIA,filter_explicit,64,CD market top 4,sales,IQVIA,drug_index,pending_decision,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx
tp_080,cd_018,IQVIA,strategy_014,위너프/위너프A+,4,,auto_fill_top_n_by_sales,PENDING auto-fill: scope=CD market; metric=sales; source=IQVIA; tie_break=drug_index; requires Q-30/Q-31/Q-32 decisions,57,"[""U""]","[""위너프/A+""]",[null],[],IQVIA,filter_explicit,64,CD market top 4,sales,IQVIA,drug_index,pending_decision,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx
tp_081,cd_019,IQVIA,strategy_016,플라주오피,1,"NHI 시장 기준 (1개 품목 비급여 포함, 상세 시트의 제외 참고)",raw_from_sheet,시장정의 & Target R54 / col V,54,"[""V""]","[""플라주오피""]","[""NHI 시장 기준 (1개 품목 비급여 포함, 상세 시트의 제외 참고)""]",[],IQVIA,filter_explicit,8,,,,,materialized,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx
tp_082,cd_019,IQVIA,strategy_016,플라주오피,2,,auto_fill_top_n_by_sales,PENDING auto-fill: scope=CD market; metric=sales; source=IQVIA; tie_break=drug_index; requires Q-30/Q-31/Q-32 decisions,55,"[""V""]","[""플라주오피""]",[null],[],IQVIA,filter_explicit,8,CD market top 4,sales,IQVIA,drug_index,pending_decision,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx
tp_083,cd_019,IQVIA,strategy_016,플라주오피,3,,auto_fill_top_n_by_sales,PENDING auto-fill: scope=CD market; metric=sales; source=IQVIA; tie_break=drug_index; requires Q-30/Q-31/Q-32 decisions,56,"[""V""]","[""플라주오피""]",[null],[],IQVIA,filter_explicit,8,CD market top 4,sales,IQVIA,drug_index,pending_decision,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx
tp_084,cd_019,IQVIA,strategy_016,플라주오피,4,,auto_fill_top_n_by_sales,PENDING auto-fill: scope=CD market; metric=sales; source=IQVIA; tie_break=drug_index; requires Q-30/Q-31/Q-32 decisions,57,"[""V""]","[""플라주오피""]",[null],[],IQVIA,filter_explicit,8,CD market top 4,sales,IQVIA,drug_index,pending_decision,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx
