product_id,column,before,after
sp_006_00096_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00097_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00097_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00098_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00098_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00099_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00099_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00100_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00100_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00101_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00101_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00102_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00102_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00103_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00103_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00104_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00104_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00105_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00105_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00106_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00106_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00107_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00107_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00108_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00108_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00109_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00109_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00110_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00110_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00111_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00111_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00112_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00112_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00113_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00113_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00114_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00114_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00115_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00115_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00116_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00116_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00117_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00117_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00118_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00118_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00119_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00119_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00120_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00120_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00121_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00121_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00122_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00122_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00123_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00123_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00124_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00124_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00125_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00125_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00126_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00126_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00127_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00127_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00128_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00128_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00129_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00129_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00130_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00130_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00131_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00131_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00132_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00132_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00133_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00133_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00134_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00134_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00135_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00135_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00136_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00136_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00137_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00137_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00138_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00138_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00139_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00139_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00140_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00140_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00141_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00141_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00142_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00142_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00143_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00143_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00144_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00144_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00145_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00145_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00146_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00146_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00147_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00147_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00148_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00148_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00149_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00149_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00150_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00150_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00151_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00151_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00152_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00152_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00153_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00153_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00154_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00154_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00155_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00155_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00156_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00156_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00157_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00157_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00158_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00158_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00159_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00159_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00160_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00160_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00161_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00161_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00162_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00162_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00163_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00163_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00164_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00164_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00165_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00165_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00166_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00166_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00167_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00167_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00168_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00168_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00169_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00169_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00170_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00170_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00171_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00171_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00172_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00172_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00173_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00173_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00174_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00174_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00175_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00175_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00176_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00176_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00177_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00177_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00178_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00178_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00179_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00179_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00180_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00180_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00181_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00181_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00182_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00182_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00183_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00183_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00184_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00184_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00185_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00185_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00186_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00186_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00187_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00187_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00188_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00188_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00189_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00189_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00190_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00190_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00191_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00191_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00192_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00192_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00193_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00193_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
sp_006_00194_001,source_file_version,MI팀_시장분석 AI_시장 분석 Master Version (260422).xlsx,MI팀_시장분석 AI_시장 분석 Master Version (원본파일 점검용 재공유 2026.05.18).xlsx
sp_006_00194_001,ingested_at,2026-05-17T07:09:02.212513,2026-05-18T16:23:58
